Date,Gold,Silver,Oil,USD
2011-09-27,1659.0,30.86,109.54,77.51
2011-09-28,1643.0,31.21,108.52,77.85
2011-09-29,1613.0,30.21,107.08,78.03
2011-09-30,1620.0,30.65,105.42,78.55
2011-10-03,1655.5,30.22,103.61,79.43
2011-10-04,1638.0,30.57,101.84,79.6
2011-10-05,1617.0,29.6,103.77,78.92
2011-10-06,1635.0,30.26,104.38,78.63
2011-10-07,1652.0,31.88,106.56,78.73
2011-10-10,1661.0,31.46,109.49,77.49
2011-10-11,1663.0,31.86,109.22,77.58
2011-10-12,1682.0,31.88,112.44,76.99
2011-10-13,1656.0,32.26,112.45,77.0
2011-10-14,1678.0,31.45,114.33,76.62
2011-10-17,1682.0,31.96,112.92,77.15
2011-10-18,1631.0,31.42,112.08,77.14
2011-10-19,1652.5,31.58,111.76,77.11
2011-10-20,1620.0,30.6,109.0,76.97
2011-10-21,1642.5,30.35,111.6,76.39
2011-10-24,1652.0,31.25,111.67,76.03
2011-10-25,1656.0,31.46,112.11,76.12
2011-10-26,1715.0,32.97,110.43,76.25
2011-10-27,1718.0,33.32,112.45,74.88
2011-10-28,1741.0,33.32,110.01,75.07
2011-10-31,1722.0,34.44,108.43,76.17
2011-11-01,1699.0,34.03,106.97,77.26
2011-11-02,1743.0,33.14,110.82,77.02
2011-11-03,1758.0,33.55,110.76,76.67
2011-11-04,1749.0,34.13,112.22,76.96
2011-11-07,1782.0,34.08,114.75,76.96
2011-11-08,1795.0,34.56,115.61,76.59
2011-11-09,1784.0,34.78,115.29,77.93
2011-11-10,1756.0,33.6,113.32,77.74
2011-11-11,1773.0,33.69,114.43,76.94
2011-11-14,1776.0,34.45,112.57,77.57
2011-11-15,1785.0,33.88,111.9,77.87
2011-11-16,1756.0,33.98,111.91,78.02
2011-11-17,1742.5,33.53,109.25,78.28
2011-11-18,1719.0,31.35,107.82,78.06
2011-11-21,1702.0,31.79,105.98,78.3
2011-11-22,1699.0,31.16,107.77,78.27
2011-11-23,1681.0,32.28,106.83,79.14
2011-11-24,1692.5,31.5,106.83,79.14
2011-11-25,1688.5,31.37,106.08,79.69
2011-11-28,1714.0,31.41,109.38,79.26
2011-11-29,1717.0,31.68,111.25,79.01
2011-11-30,1746.0,31.61,111.22,78.38
2011-12-01,1752.0,32.43,108.83,78.33
2011-12-02,1747.0,32.52,109.59,78.62
2011-12-05,1744.0,32.52,110.18,78.57
2011-12-06,1708.0,31.76,110.16,78.5
2011-12-07,1735.5,32.34,110.07,78.48
2011-12-08,1715.0,32.24,108.23,78.83
2011-12-09,1709.0,31.4,107.91,78.63
2011-12-12,1659.5,31.51,107.82,79.53
2011-12-13,1672.5,30.83,109.25,80.24
2011-12-14,1603.0,30.62,105.72,80.59
2011-12-15,1574.0,28.59,104.52,80.32
2011-12-16,1594.0,29.12,104.0,80.26
2011-12-19,1598.0,29.0,104.55,80.25
2011-12-20,1613.5,28.59,107.8,79.88
2011-12-21,1608.0,29.39,108.0,80.02
2011-12-22,1606.5,28.99,108.98,79.96
2011-12-23,1606.5,29.0,109.28,79.93
2011-12-26,1606.5,29.0,109.28,79.93
2011-12-27,1606.5,29.0,109.28,79.8
2011-12-28,1571.0,28.4,107.54,80.5
2011-12-29,1531.0,26.67,106.89,80.49
2011-12-30,1531.0,27.29,108.09,80.18
2012-01-02,1531.0,27.29,108.09,80.18
2012-01-03,1598.0,28.04,111.12,79.61
2012-01-04,1613.0,29.11,113.37,80.13
2012-01-05,1599.0,29.07,113.59,80.94
2012-01-06,1616.5,29.01,111.96,81.25
2012-01-09,1615.0,28.56,111.07,81.05
2012-01-10,1637.0,28.87,113.3,80.81
2012-01-11,1634.5,29.69,111.66,81.35
2012-01-12,1661.0,29.8,112.97,80.77
2012-01-13,1635.5,29.73,109.88,81.52
2012-01-16,1641.0,29.43,109.88,81.52
2012-01-17,1656.0,29.94,110.55,81.18
2012-01-18,1647.0,29.82,109.81,80.61
2012-01-19,1655.0,30.26,109.54,80.22
2012-01-20,1653.0,30.36,108.5,80.22
2012-01-23,1675.5,31.95,109.46,79.78
2012-01-24,1665.5,32.12,108.38,79.87
2012-01-25,1650.0,31.92,108.48,79.58
2012-01-26,1727.0,31.92,109.08,79.39
2012-01-27,1726.0,33.17,110.5,78.9
2012-01-30,1729.0,33.34,110.24,79.17
2012-01-31,1744.0,33.35,110.26,79.29
2012-02-01,1740.0,32.97,111.96,78.92
2012-02-02,1751.0,33.49,110.96,78.99
2012-02-03,1734.0,33.95,112.56,78.92
2012-02-06,1719.0,33.37,115.47,79.07
2012-02-07,1724.0,33.41,116.86,78.58
2012-02-08,1746.0,33.88,117.18,78.64
2012-02-09,1748.0,33.68,118.4,78.57
2012-02-10,1711.5,33.62,118.13,79.11
2012-02-13,1720.0,33.5,118.73,78.95
2012-02-14,1722.0,33.29,118.3,79.58
2012-02-15,1733.0,33.39,120.25,79.67
2012-02-16,1713.0,33.06,121.0,79.35
2012-02-17,1723.0,33.25,120.69,79.33
2012-02-20,1733.0,33.29,120.69,79.33
2012-02-21,1748.0,33.35,120.85,79.04
2012-02-22,1752.0,33.98,123.07,79.21
2012-02-23,1777.0,34.06,124.53,78.82
2012-02-24,1777.5,35.09,124.89,78.35
2012-02-27,1772.0,35.21,126.46,78.57
2012-02-28,1781.0,35.19,124.02,78.27
2012-02-29,1770.0,36.74,122.23,78.74
2012-03-01,1714.0,34.69,125.76,78.79
2012-03-02,1707.0,35.1,125.93,79.4
2012-03-05,1705.0,35.1,126.68,79.3
2012-03-06,1669.0,33.67,125.03,79.87
2012-03-07,1677.5,32.62,125.37,79.71
2012-03-08,1690.0,33.2,127.96,79.14
2012-03-09,1687.5,33.67,128.08,80.04
2012-03-12,1697.5,33.79,127.27,79.89
2012-03-13,1690.0,33.46,128.14,80.19
2012-03-14,1644.25,33.0,126.98,80.56
2012-03-15,1648.0,31.86,123.63,80.15
2012-03-16,1658.0,32.33,125.09,79.79
2012-03-19,1661.5,32.35,125.76,79.79
2012-03-20,1656.75,32.44,124.38,79.59
2012-03-21,1649.25,31.89,123.89,79.66
2012-03-22,1635.5,31.89,122.49,79.74
2012-03-23,1664.0,31.3,125.21,79.34
2012-03-26,1680.25,31.97,125.85,78.98
2012-03-27,1692.0,32.53,125.25,79.05
2012-03-28,1676.0,32.28,124.41,79.13
2012-03-29,1657.5,31.78,123.23,79.19
2012-03-30,1662.5,32.02,123.41,79.0
2012-03-31,1662.5,31.96,123.41,79.0
2012-04-02,1677.5,32.22,124.44,78.82
2012-04-03,1676.25,32.77,124.44,79.48
2012-04-04,1621.0,32.14,123.04,79.78
2012-04-05,1631.0,31.18,123.58,80.08
2012-04-06,1631.0,31.18,123.58,79.89
2012-04-09,1631.0,31.18,123.58,79.73
2012-04-10,1644.0,31.51,121.89,79.89
2012-04-11,1658.0,31.34,120.41,79.8
2012-04-12,1668.5,31.36,120.57,79.28
2012-04-13,1666.5,32.04,120.62,79.89
2012-04-16,1653.0,31.1,118.23,79.56
2012-04-17,1635.5,31.17,117.41,79.48
2012-04-18,1644.0,31.49,115.18,79.54
2012-04-19,1650.0,31.31,117.0,79.56
2012-04-20,1641.5,31.49,118.08,79.19
2012-04-23,1629.0,31.29,116.66,79.42
2012-04-24,1649.5,30.53,117.74,79.22
2012-04-25,1637.75,30.53,117.45,79.01
2012-04-26,1653.5,30.47,119.33,78.92
2012-04-27,1663.5,30.78,119.3,78.71
2012-04-30,1651.25,31.05,118.66,78.78
2012-05-01,1664.0,30.79,119.57,78.86
2012-05-02,1648.0,30.65,117.57,79.13
2012-05-03,1637.75,30.24,115.91,79.22
2012-05-04,1643.75,29.78,111.66,79.5
2012-05-07,1643.75,29.86,111.66,79.6
2012-05-08,1602.5,29.71,110.48,79.74
2012-05-09,1582.5,28.89,111.89,80.08
2012-05-10,1598.5,28.97,112.24,80.11
2012-05-11,1583.0,28.59,112.5,80.26
2012-05-14,1558.5,28.5,110.79,80.61
2012-05-15,1556.5,27.88,111.4,81.22
2012-05-16,1548.5,27.23,109.8,81.37
2012-05-17,1554.0,27.29,109.31,81.38
2012-05-18,1589.5,27.77,108.03,81.29
2012-05-21,1592.5,28.41,109.02,81.08
2012-05-22,1582.5,28.17,109.76,81.49
2012-05-23,1549.0,27.64,106.88,82.09
2012-05-24,1568.5,27.59,107.2,82.35
2012-05-25,1569.5,27.85,107.86,82.4
2012-05-28,1574.6,28.37,107.86,82.4
2012-05-29,1579.5,28.23,107.55,82.48
2012-05-30,1540.0,27.5,103.85,83.02
2012-05-31,1558.0,27.62,103.86,83.04
2012-06-01,1606.0,27.44,98.63,82.89
2012-06-04,1606.0,27.44,97.74,82.56
2012-06-05,1606.0,28.05,98.65,82.83
2012-06-06,1635.0,28.47,101.14,82.32
2012-06-07,1606.0,29.02,100.05,82.05
2012-06-08,1576.5,28.04,97.57,82.51
2012-06-11,1584.0,28.58,98.6,82.52
2012-06-12,1603.5,28.24,96.59,82.42
2012-06-13,1619.5,28.61,97.29,82.06
2012-06-14,1613.5,28.69,96.46,81.99
2012-06-15,1627.25,28.45,97.13,81.63
2012-06-18,1615.5,28.36,95.21,81.95
2012-06-19,1625.5,28.53,95.14,81.38
2012-06-20,1601.0,28.2,93.5,81.58
2012-06-21,1582.0,27.67,89.22,82.29
2012-06-22,1565.5,26.65,89.22,82.26
2012-06-25,1570.0,26.52,88.69,82.5
2012-06-26,1576.0,27.19,90.19,82.37
2012-06-27,1573.5,26.81,92.06,82.62
2012-06-28,1558.5,26.73,91.02,82.81
2012-06-29,1598.5,26.42,94.17,81.63
2012-06-30,1598.5,27.23,94.17,81.63
2012-07-02,1592.0,27.1,95.28,81.87
2012-07-03,1617.5,27.43,99.89,81.78
2012-07-04,1613.5,27.91,99.89,81.78
2012-07-05,1604.0,27.92,101.54,82.81
2012-07-06,1587.0,27.43,98.5,83.38
2012-07-09,1585.0,26.88,99.94,83.16
2012-07-10,1595.25,27.02,99.15,83.4
2012-07-11,1577.0,26.73,99.23,83.57
2012-07-12,1556.25,26.7,99.18,83.66
2012-07-13,1595.5,26.95,101.91,83.35
2012-07-16,1589.75,27.03,102.1,83.1
2012-07-17,1585.25,27.16,104.21,83.03
2012-07-18,1575.25,27.02,105.92,83.07
2012-07-19,1584.0,27.02,107.79,82.88
2012-07-20,1576.25,26.98,106.98,83.48
2012-07-23,1572.25,26.86,103.91,83.71
2012-07-24,1583.25,26.78,103.57,84.0
2012-07-25,1601.0,26.71,102.35,83.52
2012-07-26,1618.0,27.08,104.77,82.81
2012-07-27,1618.25,27.31,106.3,82.71
2012-07-30,1617.75,27.38,106.54,82.79
2012-07-31,1622.0,27.94,105.93,82.64
2012-08-01,1599.0,27.69,106.78,83.06
2012-08-02,1597.0,27.2,107.55,83.36
2012-08-03,1602.0,26.92,109.57,82.38
2012-08-06,1610.0,27.5,110.01,82.27
2012-08-07,1611.0,27.6,112.39,82.21
2012-08-08,1613.25,27.74,113.42,82.39
2012-08-09,1615.0,27.86,113.52,82.64
2012-08-10,1618.5,27.75,113.13,82.55
2012-08-13,1622.5,27.87,114.48,82.44
2012-08-14,1597.75,27.62,113.9,82.48
2012-08-15,1601.75,27.57,115.51,82.64
2012-08-16,1604.5,27.59,116.12,82.36
2012-08-17,1614.75,27.95,115.2,82.6
2012-08-20,1615.0,27.9,115.5,82.46
2012-08-21,1639.5,28.49,116.03,81.91
2012-08-22,1642.0,29.08,115.77,81.49
2012-08-23,1665.25,29.87,117.45,81.36
2012-08-24,1667.0,30.16,115.76,81.59
2012-08-27,1667.0,30.79,113.74,81.66
2012-08-28,1668.0,30.4,112.62,81.37
2012-08-29,1660.0,30.59,112.53,81.55
2012-08-30,1660.5,30.45,112.28,81.69
2012-08-31,1648.5,30.17,113.93,81.21
2012-09-03,1691.5,31.49,113.93,81.21
2012-09-04,1697.0,31.91,114.98,81.31
2012-09-05,1690.0,31.91,113.32,81.23
2012-09-06,1701.0,32.33,114.5,81.04
2012-09-07,1728.0,32.05,113.64,80.25
2012-09-10,1732.0,33.5,113.84,80.25
2012-09-11,1736.75,33.27,114.86,79.86
2012-09-12,1737.0,33.37,114.86,79.74
2012-09-13,1733.25,32.92,116.0,79.26
2012-09-14,1775.5,34.46,117.48,78.85
2012-09-17,1770.0,34.39,116.7,79.01
2012-09-18,1769.5,33.89,113.29,79.25
2012-09-19,1766.75,34.43,108.49,79.06
2012-09-20,1758.5,34.24,109.41,79.41
2012-09-21,1784.5,34.48,111.27,79.33
2012-09-24,1762.5,33.79,109.2,79.52
2012-09-25,1771.5,33.79,110.77,79.55
2012-09-26,1744.75,33.54,108.99,79.89
2012-09-27,1763.0,33.76,111.45,79.55
2012-09-28,1776.0,34.45,111.36,79.94
2012-10-01,1787.0,34.45,112.58,79.82
2012-10-02,1775.5,34.53,112.49,79.74
2012-10-03,1775.25,34.33,109.32,79.97
2012-10-04,1791.75,34.5,110.48,79.35
2012-10-05,1784.0,34.74,112.17,79.34
2012-10-08,1773.5,33.81,112.6,79.54
2012-10-09,1774.0,33.86,114.32,79.95
2012-10-10,1761.25,33.57,116.11,79.92
2012-10-11,1769.0,33.76,116.18,79.78
2012-10-12,1766.75,33.79,115.17,79.67
2012-10-15,1736.0,32.94,115.0,79.74
2012-10-16,1746.5,32.53,115.0,79.41
2012-10-17,1749.0,32.81,113.49,79.02
2012-10-18,1743.0,32.9,112.58,79.37
2012-10-19,1737.0,32.46,111.89,79.62
2012-10-22,1726.75,31.84,109.62,79.65
2012-10-23,1711.0,32.0,107.53,79.98
2012-10-24,1706.5,31.61,107.66,79.91
2012-10-25,1715.5,31.68,107.64,80.04
2012-10-26,1716.0,31.78,108.9,80.07
2012-10-29,1707.0,31.83,109.33,80.23
2012-10-30,1710.0,31.56,109.4,79.93
2012-10-31,1719.0,31.67,109.89,79.92
2012-11-01,1716.25,32.11,108.84,80.05
2012-11-02,1685.0,31.9,106.79,80.59
2012-11-05,1683.5,30.7,105.59,80.75
2012-11-06,1691.0,30.92,109.27,80.61
2012-11-07,1715.25,31.84,108.21,80.76
2012-11-08,1717.0,31.6,107.23,80.79
2012-11-09,1738.25,32.1,108.61,81.03
2012-11-12,1735.25,32.39,110.23,81.03
2012-11-13,1726.25,32.01,108.82,81.08
2012-11-14,1725.75,32.32,109.66,81.06
2012-11-15,1710.0,32.37,110.07,81.08
2012-11-16,1713.5,32.26,106.81,81.26
2012-11-19,1730.5,32.31,110.06,80.87
2012-11-20,1732.25,32.9,110.01,80.96
2012-11-21,1724.0,32.77,110.81,80.93
2012-11-22,1731.0,33.1,110.81,80.93
2012-11-23,1734.5,33.11,110.14,80.19
2012-11-26,1750.5,33.77,110.18,80.25
2012-11-27,1746.25,33.89,109.33,80.4
2012-11-28,1708.0,33.68,108.26,80.34
2012-11-29,1725.0,33.44,110.47,80.2
2012-11-30,1726.0,33.93,110.84,80.15
2012-12-03,1720.0,33.37,111.27,79.88
2012-12-04,1697.75,33.17,109.99,79.64
2012-12-05,1694.0,32.77,108.96,79.77
2012-12-06,1694.25,32.52,108.01,80.26
2012-12-07,1701.5,32.78,107.16,80.41
2012-12-10,1712.5,32.96,108.25,80.33
2012-12-11,1710.0,32.82,107.6,80.06
2012-12-12,1716.25,32.78,110.17,79.81
2012-12-13,1692.75,32.78,110.18,79.93
2012-12-14,1696.25,32.32,109.28,79.58
2012-12-17,1695.75,32.0,109.35,79.57
2012-12-18,1694.0,32.14,109.96,79.36
2012-12-19,1665.0,31.45,109.95,79.27
2012-12-20,1650.5,30.82,110.57,79.26
2012-12-21,1651.5,29.58,109.13,79.62
2012-12-24,1651.5,29.88,108.44,79.64
2012-12-25,1651.5,29.88,108.44,79.64
2012-12-26,1651.5,29.88,110.72,79.62
2012-12-27,1655.5,29.78,110.04,79.62
2012-12-28,1657.5,29.96,110.05,79.68
2012-12-31,1657.5,29.9,110.8,79.77
2013-01-01,1657.5,29.9,110.8,79.77
2013-01-02,1693.75,30.24,112.98,79.84
2013-01-03,1679.5,30.79,113.03,80.38
2013-01-04,1648.0,29.41,112.58,80.5
2013-01-07,1645.25,30.01,112.49,80.26
2013-01-08,1656.0,29.94,113.03,80.34
2013-01-09,1657.75,30.16,113.07,80.56
2013-01-10,1675.0,30.12,112.97,79.74
2013-01-11,1657.5,30.54,110.3,79.56
2013-01-14,1666.5,30.35,111.32,79.49
2013-01-15,1680.5,30.87,111.72,79.78
2013-01-16,1676.25,31.11,110.97,79.8
2013-01-17,1675.0,31.13,111.01,79.65
2013-01-18,1688.5,31.52,111.71,80.04
2013-01-21,1687.5,31.72,111.71,80.04
2013-01-22,1690.5,31.75,112.72,79.87
2013-01-23,1690.25,31.92,113.68,79.92
2013-01-24,1671.0,31.79,114.59,79.95
2013-01-25,1660.0,31.4,113.88,79.75
2013-01-28,1656.5,31.4,113.92,79.75
2013-01-29,1663.5,30.73,115.22,79.56
2013-01-30,1677.5,31.15,115.42,79.28
2013-01-31,1664.75,31.77,115.55,79.21
2013-02-01,1669.0,31.12,115.55,79.21
2013-02-04,1666.0,31.53,116.06,79.55
2013-02-05,1673.5,31.47,117.03,79.49
2013-02-06,1674.25,31.5,116.61,79.72
2013-02-07,1668.0,31.56,117.17,80.19
2013-02-08,1668.25,31.22,118.9,80.21
2013-02-11,1652.0,31.2,118.29,80.31
2013-02-12,1647.5,30.56,117.89,80.11
2013-02-13,1645.0,30.88,118.43,80.09
2013-02-14,1646.0,30.56,118.48,80.46
2013-02-15,1612.25,30.1,117.4,80.58
2013-02-18,1610.75,29.76,117.4,80.58
2013-02-19,1607.75,29.8,117.04,80.47
2013-02-20,1588.5,29.28,116.23,81.07
2013-02-21,1577.0,28.23,114.19,81.46
2013-02-22,1576.5,28.53,113.74,81.46
2013-02-25,1586.25,28.56,114.55,81.67
2013-02-26,1590.5,28.68,112.96,81.87
2013-02-27,1604.25,29.01,112.24,81.6
2013-02-28,1588.5,28.8,112.2,81.95
2013-03-01,1582.25,28.29,110.14,82.28
2013-03-04,1574.25,28.29,109.9,82.19
2013-03-05,1579.75,28.46,110.42,82.09
2013-03-06,1574.0,28.51,110.27,82.46
2013-03-07,1579.5,28.69,110.42,82.08
2013-03-08,1581.75,28.56,108.91,82.72
2013-03-11,1579.0,28.75,108.64,82.57
2013-03-12,1594.0,28.71,108.48,82.58
2013-03-13,1589.25,28.91,107.51,82.89
2013-03-14,1586.0,28.59,108.1,82.61
2013-03-15,1595.5,28.63,109.32,82.13
2013-03-18,1603.75,28.59,108.54,82.69
2013-03-19,1610.75,28.67,106.91,82.99
2013-03-20,1607.5,28.66,108.27,82.78
2013-03-21,1613.75,28.59,106.41,82.74
2013-03-22,1607.75,28.86,106.51,82.53
2013-03-25,1599.25,28.5,106.66,82.83
2013-03-26,1598.0,28.54,107.1,82.88
2013-03-27,1603.0,28.34,108.51,83.22
2013-03-28,1598.25,28.45,108.46,82.99
2013-03-29,1598.25,28.45,108.46,83.22
2013-03-31,1598.25,28.56,108.46,83.22
2013-04-01,1598.25,28.56,108.76,82.73
2013-04-02,1583.5,27.82,109.66,82.92
2013-04-03,1574.75,26.8,107.82,82.72
2013-04-04,1546.5,26.62,105.09,82.68
2013-04-05,1568.0,26.6,103.98,82.5
2013-04-08,1575.0,27.03,103.16,82.75
2013-04-09,1577.25,27.06,104.08,82.31
2013-04-10,1575.0,27.68,104.8,82.53
2013-04-11,1565.0,27.3,103.62,82.25
2013-04-12,1535.5,27.36,100.58,82.13
2013-04-15,1395.0,24.86,99.32,82.42
2013-04-16,1380.0,22.54,97.88,81.75
2013-04-17,1392.0,23.18,96.84,82.68
2013-04-18,1393.75,22.78,97.48,82.56
2013-04-19,1405.5,23.2,98.94,82.71
2013-04-22,1424.5,23.16,99.07,82.68
2013-04-23,1408.0,22.86,99.25,83.05
2013-04-24,1428.5,22.81,100.71,83.05
2013-04-25,1451.0,22.81,101.62,82.74
2013-04-26,1471.5,24.15,102.39,82.47
2013-04-29,1467.5,23.95,102.88,82.15
2013-04-30,1469.0,24.02,101.53,81.75
2013-05-01,1454.75,24.0,98.34,81.48
2013-05-02,1469.25,23.26,100.32,82.22
2013-05-03,1469.25,23.73,104.6,82.1
2013-05-06,1469.25,23.92,105.0,82.31
2013-05-07,1444.25,23.5,105.18,82.25
2013-05-08,1468.0,23.63,103.79,81.9
2013-05-09,1465.5,23.78,103.59,82.79
2013-05-10,1426.5,23.46,101.31,83.14
2013-05-13,1430.75,23.4,102.17,83.28
2013-05-14,1433.75,23.44,102.7,83.59
2013-05-15,1410.0,23.03,101.57,83.83
2013-05-16,1381.0,22.32,104.27,83.59
2013-05-17,1368.75,22.33,103.83,84.25
2013-05-20,1354.75,21.2,104.55,83.74
2013-05-21,1360.75,22.38,103.1,83.86
2013-05-22,1408.5,22.28,102.14,84.35
2013-05-23,1380.5,21.97,100.46,83.8
2013-05-24,1390.25,22.27,101.24,83.7
2013-05-27,1390.25,22.28,101.24,83.7
2013-05-28,1376.5,22.25,103.77,84.1
2013-05-29,1382.5,22.04,102.14,83.66
2013-05-30,1413.5,22.29,101.79,83.04
2013-05-31,1394.5,22.52,100.43,83.26
2013-06-03,1402.5,22.52,101.63,82.66
2013-06-04,1399.5,22.38,102.04,82.77
2013-06-05,1404.0,22.28,103.51,82.59
2013-06-06,1400.0,22.17,103.37,81.54
2013-06-07,1386.0,22.45,104.07,81.67
2013-06-10,1383.25,21.45,103.87,81.65
2013-06-11,1374.25,21.57,101.5,81.11
2013-06-12,1382.75,21.49,103.11,80.95
2013-06-13,1385.0,21.6,103.38,80.75
2013-06-14,1391.25,21.49,105.1,80.62
2013-06-17,1384.75,21.73,105.8,80.79
2013-06-18,1366.75,21.59,105.21,80.61
2013-06-19,1372.75,21.39,105.56,81.43
2013-06-20,1292.5,20.68,102.72,81.92
2013-06-21,1295.25,19.49,100.36,82.41
2013-06-24,1286.75,19.57,99.8,82.42
2013-06-25,1279.0,19.41,101.51,82.58
2013-06-26,1236.25,18.75,100.62,82.98
2013-06-27,1232.75,18.5,102.74,82.9
2013-06-28,1192.0,18.43,102.49,83.14
2013-06-30,1192.0,19.36,102.49,83.14
2013-07-01,1242.75,19.5,103.19,83.05
2013-07-02,1252.5,19.4,103.96,83.54
2013-07-03,1250.0,19.21,106.12,83.23
2013-07-04,1251.75,19.43,106.12,83.23
2013-07-05,1212.75,19.04,107.46,84.44
2013-07-08,1235.25,18.59,107.75,84.19
2013-07-09,1255.5,19.03,107.9,84.58
2013-07-10,1256.0,18.87,108.43,84.04
2013-07-11,1285.0,19.65,108.18,82.75
2013-07-12,1279.75,19.71,109.03,82.99
2013-07-15,1284.75,19.74,109.05,83.04
2013-07-16,1291.5,19.57,109.29,82.5
2013-07-17,1297.25,19.63,109.67,82.71
2013-07-18,1283.25,19.1,109.71,82.82
2013-07-19,1295.75,19.19,109.34,82.62
2013-07-22,1327.0,19.61,108.82,82.22
2013-07-23,1333.5,20.1,109.27,81.94
2013-07-24,1335.0,20.1,108.23,82.29
2013-07-25,1326.0,19.81,108.1,81.97
2013-07-26,1331.0,19.96,107.57,81.66
2013-07-29,1329.75,19.56,108.1,81.66
2013-07-30,1324.15,19.55,107.47,81.83
2013-07-31,1314.5,19.59,107.89,81.45
2013-08-01,1315.0,19.47,109.94,82.34
2013-08-02,1309.25,19.22,109.63,81.91
2013-08-05,1304.75,19.64,109.81,81.88
2013-08-06,1280.5,19.38,108.77,81.6
2013-08-07,1282.5,19.15,108.39,81.29
2013-08-08,1298.25,19.43,107.32,80.98
2013-08-09,1309.0,19.95,108.49,81.13
2013-08-12,1341.0,20.75,109.28,81.33
2013-08-13,1328.5,21.13,110.69,81.77
2013-08-14,1326.5,21.15,110.26,81.71
2013-08-15,1329.75,21.77,111.58,81.18
2013-08-16,1369.25,22.7,111.82,81.26
2013-08-19,1365.0,23.11,111.41,81.23
2013-08-20,1372.5,22.64,110.74,80.91
2013-08-21,1363.0,22.7,110.82,81.21
2013-08-22,1375.5,22.57,110.51,81.49
2013-08-23,1377.5,22.85,112.12,81.36
2013-08-26,1377.5,23.82,112.23,81.41
2013-08-27,1419.25,23.9,115.21,81.17
2013-08-28,1419.5,24.42,116.27,81.43
2013-08-29,1407.75,23.85,116.91,81.95
2013-08-30,1394.75,23.45,115.97,82.09
2013-08-31,1394.75,23.21,115.97,82.09
2013-09-02,1392.25,23.67,115.97,82.09
2013-09-03,1399.5,23.87,115.49,82.36
2013-09-04,1390.0,23.78,115.65,82.17
2013-09-05,1385.0,23.18,115.81,82.63
2013-09-06,1387.0,22.94,117.15,82.15
2013-09-09,1390.0,23.51,115.2,81.79
2013-09-10,1358.25,23.11,112.1,81.82
2013-09-11,1363.75,22.73,112.37,81.52
2013-09-12,1328.0,22.68,113.11,81.49
2013-09-13,1318.5,21.64,113.31,81.45
2013-09-16,1324.0,21.79,110.86,81.3
2013-09-17,1312.25,21.64,109.05,81.14
2013-09-18,1301.0,21.31,109.09,80.24
2013-09-19,1365.5,22.75,110.66,80.37
2013-09-20,1349.25,22.64,110.22,80.43
2013-09-23,1323.0,21.37,108.56,80.45
2013-09-24,1314.25,21.48,107.68,80.56
2013-09-25,1322.75,21.44,109.46,80.33
2013-09-26,1333.0,21.5,108.86,80.52
2013-09-27,1341.0,21.35,109.45,80.29
2013-09-30,1326.5,21.53,107.85,80.22
2013-10-01,1290.75,21.49,107.32,80.14
2013-10-02,1306.25,20.83,109.09,79.9
2013-10-03,1316.0,21.42,109.49,79.75
2013-10-04,1309.75,21.38,109.42,80.13
2013-10-07,1323.5,21.48,109.66,79.94
2013-10-08,1329.5,22.06,110.56,80.06
2013-10-09,1304.0,21.97,109.02,80.38
2013-10-10,1298.5,21.61,111.63,80.42
2013-10-11,1265.5,21.39,110.65,80.41
2013-10-14,1285.5,21.01,110.13,80.26
2013-10-15,1270.5,20.86,110.67,80.48
2013-10-16,1273.5,21.01,110.79,80.47
2013-10-17,1319.25,21.09,109.55,79.65
2013-10-18,1316.5,21.57,109.4,79.65
2013-10-21,1317.5,21.82,109.47,79.69
2013-10-22,1333.0,21.84,109.57,79.23
2013-10-23,1331.25,22.41,107.74,79.26
2013-10-24,1344.75,22.39,106.63,79.19
2013-10-25,1347.75,22.32,105.7,79.19
2013-10-28,1361.0,22.28,108.29,79.25
2013-10-29,1349.25,22.2,108.04,79.61
2013-10-30,1354.75,22.25,108.41,79.78
2013-10-31,1324.0,22.21,107.53,80.19
2013-11-01,1306.75,21.64,105.78,80.72
2013-11-04,1320.5,21.51,104.85,80.55
2013-11-05,1307.25,21.39,105.01,80.71
2013-11-06,1319.0,21.43,105.46,80.48
2013-11-07,1307.25,21.51,103.08,80.84
2013-11-08,1285.5,21.42,104.29,81.3
2013-11-11,1282.5,21.12,105.76,81.09
2013-11-12,1281.25,20.96,106.29,81.19
2013-11-13,1272.5,20.46,106.9,80.93
2013-11-14,1286.0,20.49,108.29,81.02
2013-11-15,1287.25,20.48,108.25,80.85
2013-11-18,1283.5,20.45,108.8,80.83
2013-11-19,1275.75,20.06,108.29,80.7
2013-11-20,1257.0,20.13,108.27,81.11
2013-11-21,1240.0,19.62,109.9,81.07
2013-11-22,1246.25,19.7,111.36,80.71
2013-11-25,1243.0,19.47,110.83,80.92
2013-11-26,1247.5,19.91,112.04,80.61
2013-11-27,1245.0,19.64,111.32,80.72
2013-11-28,1245.5,19.42,111.32,80.72
2013-11-29,1253.0,19.5,111.07,80.68
2013-11-30,1253.0,19.7,111.07,80.68
2013-12-02,1229.5,19.58,111.49,80.92
2013-12-03,1217.25,18.95,113.06,80.92
2013-12-04,1227.5,18.82,113.27,80.62
2013-12-05,1222.5,19.34,112.07,80.23
2013-12-06,1233.0,19.15,111.5,80.31
2013-12-09,1237.0,19.27,110.07,80.13
2013-12-10,1266.25,19.59,108.91,79.97
